state,segment,profile,lon,lat,x,z,x_err,z_err,beach_width,slope,feature_type
1,46,568,999,999,999,999,999,999,999,999,DC
1,46,568,999,999,999,999,999,999,999,999,DT
1,46,568,-94.547,29.4884,-164.5016,0.37,0.1751,999,999,999,SL
1,46,569,-94.5471,29.4888,-212.3657,4.0471,999,0.0811,999,999,DC
1,46,569,-94.547,29.4887,-191.1157,1.8245,999,0.1067,999,999,DT
1,46,569,-94.5469,29.4885,-165.855,0.37,0.2063,999,25.2607,0.0576,SL
1,46,570,-94.547,29.4889,-212.3657,4.0164,999,0.0916,999,999,DC
1,46,570,-94.5469,29.4887,-191.1157,1.8749,999,0.0906,999,999,DT
1,46,570,-94.5468,29.4885,-166.2459,0.37,0.1806,999,24.8698,0.0605,SL
1,46,571,-94.5469,29.4889,-212.3657,3.9101,999,0.1498,999,999,DC
1,46,571,-94.5468,29.4887,-191.1157,1.8872,999,0.0925,999,999,DT
1,46,571,-94.5467,29.4885,-165.7015,0.37,0.1712,999,25.4142,0.0597,SL
1,46,572,999,999,999,999,999,999,999,999,DC
1,46,572,999,999,999,999,999,999,999,999,DT
1,46,572,-94.5466,29.4886,-164.9158,0.37,0.1888,999,999,999,SL
1,46,573,-94.5467,29.489,-209.8657,4.1572,999,0.1513,999,999,DC
1,46,573,-94.5466,29.4888,-193.6157,2.0274,999,0.1232,999,999,DT
1,46,573,-94.5465,29.4886,-162.9901,0.37,0.0237,999,30.6256,0.0541,SL
1,46,574,-94.5466,29.489,-209.8657,4.273,999,0.1781,999,999,DC
1,46,574,-94.5465,29.4889,-193.6157,1.9832,999,0.2754,999,999,DT
1,46,574,-94.5464,29.4886,-161.5481,0.37,0.0534,999,32.0676,0.0503,SL
1,46,575,-94.5465,29.4891,-212.3657,4.3658,999,0.2773,999,999,DC
1,46,575,-94.5464,29.4889,-193.6157,1.8983,999,0.1278,999,999,DT
1,46,575,-94.5463,29.4886,-161.2397,0.37,0.0676,999,32.376,0.0472,SL
1,46,576,-94.5464,29.4891,-212.3657,4.4557,999,0.196,999,999,DC
1,46,576,-94.5463,29.4889,-191.1157,1.6296,999,0.3416,999,999,DT
1,46,576,-94.5462,29.4887,-162.421,0.37,0.0278,999,28.6947,0.0439,SL
1,46,577,-94.5463,29.4891,-212.3657,4.4012,999,0.135,999,999,DC
1,46,577,-94.5462,29.489,-192.3657,2.0303,999,0.2918,999,999,DT
1,46,577,-94.5461,29.4887,-164.0653,0.37,0.0021,999,28.3004,0.0587,SL
1,46,578,-94.5462,29.4892,-212.3657,4.3135,999,0.196,999,999,DC
1,46,578,-94.5461,29.489,-188.6157,1.471,999,0.1537,999,999,DT
1,46,578,-94.546,29.4888,-165.4918,0.37,0.049,999,23.1239,0.0476,SL
1,46,579,999,999,999,999,999,999,999,999,DC
1,46,579,999,999,999,999,999,999,999,999,DT
1,46,579,-94.5459,29.4888,-166.576,0.37,0.0455,999,999,999,SL
1,46,580,-94.546,29.4892,-212.3657,4.2857,999,0.2054,999,999,DC
1,46,580,-94.5459,29.489,-188.6157,1.4126,999,0.2773,999,999,DT
1,46,580,-94.5458,29.4889,-167.3431,0.37,0.1222,999,21.2726,0.049,SL
1,46,581,-94.5459,29.4893,-214.8657,4.3921,999,0.2029,999,999,DC
1,46,581,-94.5458,29.4891,-189.8657,1.5604,999,0.2467,999,999,DT
1,46,581,-94.5458,29.4889,-167.4188,0.37,0.1822,999,22.4469,0.053,SL
1,46,582,-94.5459,29.4894,-217.3657,4.5427,999,0.2733,999,999,DC
1,46,582,-94.5458,29.4892,-193.6157,1.9757,999,0.0951,999,999,DT
1,46,582,-94.5457,29.4889,-166.3296,0.37,0.1184,999,27.2861,0.0588,SL
1,46,583,999,999,999,999,999,999,999,999,DC
1,46,583,999,999,999,999,999,999,999,999,DT
1,46,583,-94.5456,29.489,-165.4928,0.37,0.0952,999,999,999,SL
1,46,584,-94.5457,29.4894,-217.3657,4.7931,999,0.2947,999,999,DC
1,46,584,-94.5456,29.4892,-193.6157,1.7941,999,0.2751,999,999,DT
1,46,584,-94.5455,29.489,-167.5362,0.37,0.1536,999,26.0795,0.0546,SL
1,46,585,-94.5456,29.4894,-214.8657,4.3447,999,0.3237,999,999,DC
1,46,585,-94.5455,29.4893,-193.6157,1.7472,999,0.1086,999,999,DT
1,46,585,-94.5454,29.4891,-169.276,0.37,0.1595,999,24.3397,0.0566,SL
1,46,586,-94.5455,29.4895,-212.3657,4.0238,999,0.2178,999,999,DC
1,46,586,-94.5454,29.4893,-193.6157,1.6693,999,0.1284,999,999,DT
1,46,586,-94.5453,29.4891,-169.7351,0.37,0.1319,999,23.8806,0.0544,SL
1,46,587,-94.5454,29.4895,-209.8657,3.9767,999,0.1315,999,999,DC
1,46,587,-94.5453,29.4893,-193.6157,1.7327,999,0.147,999,999,DT
1,46,587,-94.5452,29.4891,-169.2263,0.37,0.0381,999,24.3894,0.0559,SL
1,46,588,-94.5453,29.4895,-209.8657,3.9618,999,0.161,999,999,DC
1,46,588,-94.5452,29.4894,-193.6157,1.7692,999,0.1977,999,999,DT
1,46,588,-94.5451,29.4892,-169.2716,0.37,0.038,999,24.3441,0.0575,SL
1,46,589,-94.5452,29.4895,-209.8657,4.0084,999,0.1399,999,999,DC
1,46,589,-94.5451,29.4894,-196.1157,2.0568,999,0.1084,999,999,DT
1,46,589,-94.545,29.4892,-169.91,0.37,0.1367,999,26.2058,0.0644,SL
1,46,590,-94.5451,29.4896,-209.8657,4.0479,999,0.1135,999,999,DC
1,46,590,-94.545,29.4895,-193.6157,1.5939,999,0.2136,999,999,DT
1,46,590,-94.5449,29.4893,-170.1948,0.37,0.247,999,23.421,0.0523,SL
1,46,591,-94.545,29.4896,-212.3657,4.1147,999,0.114,999,999,DC
1,46,591,-94.5449,29.4895,-193.6157,1.7311,999,0.1824,999,999,DT
1,46,591,-94.5448,29.4893,-170.108,0.37,0.3168,999,23.5077,0.0579,SL
1,46,592,-94.5449,29.4897,-212.3657,4.2275,999,0.1469,999,999,DC
1,46,592,-94.5448,29.4895,-191.1157,1.4596,999,0.2509,999,999,DT
1,46,592,-94.5447,29.4893,-169.7393,0.37,0.3227,999,21.3765,0.051,SL
1,46,593,-94.5448,29.4897,-212.3657,4.3568,999,0.1161,999,999,DC
1,46,593,-94.5447,29.4895,-191.1157,1.474,999,0.1809,999,999,DT
1,46,593,-94.5446,29.4894,-169.0005,0.37,0.2904,999,22.1152,0.0499,SL
1,46,594,-94.5447,29.4897,-209.8657,4.3853,999,0.1302,999,999,DC
1,46,594,-94.5446,29.4896,-191.1157,1.4839,999,0.3232,999,999,DT
1,46,594,-94.5445,29.4894,-168.2332,0.37,0.1999,999,22.8825,0.0487,SL
1,46,595,-94.5446,29.4898,-209.8657,4.3678,999,0.115,999,999,DC
1,46,595,-94.5445,29.4896,-191.1157,1.4569,999,0.3295,999,999,DT
1,46,595,-94.5444,29.4894,-168.0535,0.37,0.1908,999,23.0622,0.0471,SL
1,46,596,-94.5445,29.4898,-209.8657,4.2748,999,0.1297,999,999,DC
1,46,596,-94.5444,29.4896,-191.1157,1.3886,999,0.1823,999,999,DT
1,46,596,-94.5443,29.4895,-169.1349,0.37,0.1598,999,21.9808,0.0463,SL
1,46,597,-94.5444,29.4898,-207.3657,4.0999,999,0.1745,999,999,DC
1,46,597,-94.5443,29.4897,-193.6157,1.7635,999,0.2653,999,999,DT
1,46,597,-94.5443,29.4895,-170.7069,0.37,0.2376,999,22.9088,0.0608,SL
1,46,598,-94.5443,29.4899,-207.3657,4.0646,999,0.1233,999,999,DC
1,46,598,-94.5443,29.4897,-193.6157,1.6596,999,0.3217,999,999,DT
1,46,598,-94.5442,29.4896,-171.1366,0.37,0.2536,999,22.4791,0.0574,SL
1,46,599,-94.5442,29.4899,-207.3657,4.0737,999,0.1089,999,999,DC
1,46,599,-94.5442,29.4898,-193.6157,1.5705,999,0.207,999,999,DT
1,46,599,-94.5441,29.4896,-170.4529,0.37,0.2164,999,23.1628,0.0518,SL
1,46,600,-94.5441,29.4899,-207.3657,4.145,999,0.1595,999,999,DC
1,46,600,-94.5441,29.4898,-193.6157,1.56,999,0.2592,999,999,DT
1,46,600,-94.544,29.4896,-170.0275,0.37,0.1915,999,23.5882,0.0504,SL
1,46,601,-94.544,29.49,-207.3657,4.2569,999,0.1694,999,999,DC
1,46,601,-94.544,29.4898,-193.6157,1.6146,999,0.2425,999,999,DT
1,46,601,-94.5439,29.4897,-171.0846,0.37,0.2682,999,22.5311,0.0552,SL
1,46,602,-94.5439,29.49,-207.3657,4.3021,999,0.1438,999,999,DC
1,46,602,-94.5439,29.4899,-193.6157,1.6094,999,0.2828,999,999,DT
1,46,602,-94.5438,29.4897,-171.921,0.37,0.1826,999,21.6947,0.0571,SL
1,46,603,-94.5438,29.49,-207.3657,4.2159,999,0.169,999,999,DC
1,46,603,-94.5438,29.4899,-193.6157,1.5212,999,0.3203,999,999,DT
1,46,603,-94.5437,29.4897,-171.5834,0.37,0.1524,999,22.0323,0.0522,SL
1,46,604,-94.5438,29.4901,-212.3657,4.1671,999,0.2608,999,999,DC
1,46,604,-94.5437,29.49,-196.1157,1.8363,999,0.1647,999,999,DT
1,46,604,-94.5436,29.4898,-171.566,0.37,0.235,999,24.5497,0.0597,SL
1,46,605,-94.5437,29.4901,-212.3657,4.2217,999,0.2335,999,999,DC
1,46,605,-94.5436,29.49,-196.1157,1.6464,999,0.1957,999,999,DT
1,46,605,-94.5435,29.4898,-172.5879,0.37,0.3959,999,23.5278,0.0543,SL
1,46,606,-94.5436,29.4901,-207.3657,4.308,999,0.2324,999,999,DC
1,46,606,-94.5435,29.4901,-196.1157,1.5489,999,0.5297,999,999,DT
1,46,606,-94.5434,29.4899,-173.2875,0.37,0.4054,999,22.8282,0.0516,SL
1,46,607,-94.5435,29.4902,-207.3657,4.5344,999,0.2243,999,999,DC
1,46,607,-94.5434,29.4901,-196.1157,1.5394,999,0.5466,999,999,DT
1,46,607,-94.5433,29.4899,-172.8149,0.37,0.2848,999,23.3008,0.0502,SL
1,46,608,-94.5434,29.4902,-207.3657,4.5842,999,0.1899,999,999,DC
1,46,608,-94.5433,29.4901,-196.1157,1.554,999,0.5165,999,999,DT
1,46,608,999,999,999,999,999,999,999,999,SL
1,46,609,-94.5433,29.4903,-207.3657,4.5924,999,0.1865,999,999,DC
1,46,609,-94.5432,29.4902,-196.1157,1.5051,999,0.5924,999,999,DT
1,46,609,999,999,999,999,999,999,999,999,SL
1,46,610,-94.5432,29.4903,-207.3657,4.5571,999,0.2254,999,999,DC
1,46,610,-94.5431,29.4902,-196.1157,1.4479,999,0.6384,999,999,DT
1,46,610,-94.543,29.49,-170.2537,0.37,0.007,999,25.862,0.0417,SL
1,46,611,-94.5431,29.4903,-209.8657,4.3507,999,0.2273,999,999,DC
1,46,611,-94.543,29.4903,-198.6157,1.9437,999,0.2427,999,999,DT
1,46,611,-94.5429,29.49,-171.3366,0.37,0.0372,999,27.2792,0.0577,SL
1,46,612,-94.543,29.4904,-209.8657,4.2312,999,0.1564,999,999,DC
1,46,612,-94.543,29.4903,-198.6157,1.8288,999,0.2174,999,999,DT
1,46,612,-94.5428,29.4901,-171.5745,0.37,0.0242,999,27.0412,0.0539,SL
1,46,613,-94.5429,29.4904,-209.8657,4.1044,999,0.1753,999,999,DC
1,46,613,-94.5429,29.4903,-198.6157,1.7859,999,0.2026,999,999,DT
1,46,613,-94.5427,29.4901,-171.1083,0.37,0.0377,999,27.5074,0.0515,SL
1,46,614,-94.5428,29.4904,-207.3657,4.0544,999,0.126,999,999,DC
1,46,614,-94.5428,29.4904,-198.6157,1.7537,999,0.4206,999,999,DT
1,46,614,-94.5427,29.4901,-172.8692,0.37,0.0632,999,25.7465,0.0537,SL
1,46,615,-94.5427,29.4905,-209.8657,4.0764,999,0.101,999,999,DC
1,46,615,-94.5427,29.4904,-198.6157,1.7575,999,0.1973,999,999,DT
1,46,615,-94.5426,29.4902,-175.283,0.37,0.1583,999,23.3327,0.0595,SL
1,46,616,-94.5426,29.4905,-209.8657,4.0483,999,0.1391,999,999,DC
1,46,616,-94.5426,29.4904,-198.6157,1.7142,999,0.259,999,999,DT
1,46,616,-94.5425,29.4902,-175.8977,0.37,0.231,999,22.7181,0.0592,SL
1,46,617,-94.5425,29.4905,-207.3657,4.0699,999,0.2597,999,999,DC
1,46,617,-94.5425,29.4905,-198.6157,1.6373,999,0.5217,999,999,DT
1,46,617,-94.5424,29.4903,-175.6724,0.37,0.2537,999,22.9433,0.0552,SL
1,46,618,-94.5424,29.4906,-207.3657,4.3211,999,0.2466,999,999,DC
1,46,618,-94.5424,29.4905,-198.6157,1.606,999,0.6761,999,999,DT
1,46,618,-94.5423,29.4903,-175.2864,0.37,0.2074,999,23.3293,0.053,SL
1,46,619,-94.5423,29.4906,-207.3657,4.4137,999,0.1855,999,999,DC
1,46,619,-94.5423,29.4905,-198.6157,1.5812,999,0.6663,999,999,DT
1,46,619,-94.5422,29.4903,-175.0912,0.37,0.2074,999,23.5245,0.0515,SL
1,46,620,-94.5422,29.4907,-209.8657,4.2184,999,0.1996,999,999,DC
1,46,620,-94.5422,29.4906,-198.6157,1.5851,999,0.6146,999,999,DT
1,46,620,-94.5421,29.4904,-175.327,0.37,0.3047,999,23.2887,0.0522,SL
1,46,621,-94.5422,29.4908,-217.3657,4.2255,999,0.307,999,999,DC
1,46,621,-94.5421,29.4906,-198.6157,1.6021,999,0.2065,999,999,DT
1,46,621,-94.542,29.4904,-175.7168,0.37,0.4083,999,22.8989,0.0538,SL
1,46,622,-94.5421,29.4908,-214.8657,4.1356,999,0.194,999,999,DC
1,46,622,-94.542,29.4907,-201.1157,1.9512,999,0.2907,999,999,DT
1,46,622,-94.5419,29.4905,-176.0456,0.37,0.4291,999,25.0701,0.0631,SL
1,46,623,-94.542,29.4908,-212.3657,3.9691,999,0.176,999,999,DC
1,46,623,-94.5419,29.4907,-201.1157,1.8201,999,0.328,999,999,DT
1,46,623,-94.5418,29.4905,-176.0546,0.37,0.3794,999,25.0611,0.0579,SL
1,46,624,-94.5419,29.4908,-209.8657,3.8657,999,0.2322,999,999,DC
1,46,624,-94.5418,29.4907,-201.1157,1.8802,999,0.5594,999,999,DT
1,46,624,-94.5417,29.4905,-175.2785,0.37,0.2674,999,25.8372,0.0585,SL
1,46,625,-94.5418,29.4909,-209.8657,3.7436,999,0.2594,999,999,DC
1,46,625,-94.5417,29.4908,-201.1157,1.9773,999,0.5242,999,999,DT
1,46,625,-94.5416,29.4906,-174.621,0.37,0.1164,999,26.4947,0.0607,SL
1,46,626,-94.5417,29.4909,-209.8657,3.7971,999,0.2868,999,999,DC
1,46,626,-94.5416,29.4908,-201.1157,1.9034,999,0.4041,999,999,DT
1,46,626,999,999,999,999,999,999,999,999,SL
1,46,627,-94.5416,29.4909,-209.8657,4.0059,999,0.2451,999,999,DC
1,46,627,-94.5415,29.4909,-201.1157,1.7652,999,0.5153,999,999,DT
1,46,627,-94.5414,29.4906,-174.927,0.37,0.1894,999,26.1887,0.0533,SL
1,46,628,-94.5415,29.491,-212.3657,4.1134,999,0.2036,999,999,DC
1,46,628,-94.5415,29.4909,-201.1157,1.861,999,0.2941,999,999,DT
1,46,628,-94.5413,29.4906,-170.1535,0.37,0.0567,999,30.9622,0.0482,SL
1,46,629,-94.5414,29.491,-212.3657,4.1482,999,0.2373,999,999,DC
1,46,629,-94.5413,29.4909,-198.6157,1.5347,999,0.3381,999,999,DT
1,46,629,-94.5412,29.4907,-169.6375,0.37,0.0613,999,28.9782,0.0402,SL
1,46,630,-94.5413,29.4911,-212.3657,4.1733,999,0.2331,999,999,DC
1,46,630,-94.5413,29.4909,-198.6157,1.5267,999,0.3218,999,999,DT
1,46,630,-94.5411,29.4907,-169.7027,0.37,0.0346,999,28.913,0.04,SL
1,46,631,-94.5412,29.4911,-212.3657,4.1157,999,0.3091,999,999,DC
1,46,631,-94.5412,29.491,-198.6157,1.3865,999,0.3445,999,999,DT
1,46,631,-94.541,29.4907,-169.8226,0.37,0.0131,999,28.7931,0.0353,SL
1,46,632,-94.5411,29.4911,-209.8657,4.0039,999,0.1835,999,999,DC
1,46,632,-94.5411,29.491,-201.1157,1.7308,999,0.4862,999,999,DT
1,46,632,-94.5409,29.4908,-169.8657,0.37,0.0037,999,31.25,0.0435,SL
1,46,633,-94.541,29.4911,-209.8657,3.9352,999,0.2426,999,999,DC
1,46,633,-94.541,29.4911,-201.1157,1.8217,999,0.5649,999,999,DT
1,46,633,-94.5409,29.4908,-170.1655,0.37,0.0107,999,30.9502,0.0469,SL
1,46,634,-94.5409,29.4912,-209.8657,3.5821,999,0.2818,999,999,DC
1,46,634,999,999,999,999,999,999,999,999,DT
1,46,634,-94.5408,29.4909,-170.8225,0.37,0.0197,999,999,999,SL
1,46,635,999,999,999,999,999,999,999,999,DC
1,46,635,999,999,999,999,999,999,999,999,DT
1,46,635,-94.5407,29.4909,-171.6892,0.37,0.0389,999,999,999,SL
1,46,636,999,999,999,999,999,999,999,999,DC
1,46,636,999,999,999,999,999,999,999,999,DT
1,46,636,-94.5406,29.4909,-172.7893,0.37,0.0428,999,999,999,SL
1,46,637,-94.5406,29.4913,-209.8657,3.4417,999,0.1206,999,999,DC
1,46,637,-94.5406,29.4912,-198.6157,2.2718,999,0.1527,999,999,DT
1,46,637,-94.5405,29.491,-173.421,0.37,0.0848,999,25.1947,0.0755,SL
1,46,638,999,999,999,999,999,999,999,999,DC
1,46,638,999,999,999,999,999,999,999,999,DT
1,46,638,-94.5404,29.491,-173.5972,0.37,0.0363,999,999,999,SL
1,46,639,999,999,999,999,999,999,999,999,DC
1,46,639,999,999,999,999,999,999,999,999,DT
1,46,639,-94.5403,29.4911,-174.8617,0.37,0.0125,999,999,999,SL
1,46,640,999,999,999,999,999,999,999,999,DC
1,46,640,999,999,999,999,999,999,999,999,DT
1,46,640,-94.5402,29.4911,-177.9617,0.37,0.0066,999,999,999,SL
1,46,641,-94.5402,29.4914,-204.8657,3.3691,999,0.1672,999,999,DC
1,46,641,-94.5402,29.4913,-198.6157,1.5249,999,0.4035,999,999,DT
1,46,641,-94.5401,29.4912,-179.2358,0.37,0.0266,999,19.3799,0.0596,SL
1,46,642,-94.5401,29.4914,-204.8657,3.3252,999,0.1839,999,999,DC
1,46,642,-94.5401,29.4914,-198.6157,1.3998,999,0.47,999,999,DT
1,46,642,-94.54,29.4912,-176.8842,0.37,0.1043,999,21.7315,0.0474,SL
1,46,643,999,999,999,999,999,999,999,999,DC
1,46,643,999,999,999,999,999,999,999,999,DT
1,46,643,-94.5399,29.4912,-176.8148,0.37,0.1164,999,999,999,SL
1,46,644,999,999,999,999,999,999,999,999,DC
1,46,644,999,999,999,999,999,999,999,999,DT
1,46,644,999,999,999,999,999,999,999,999,SL
1,46,645,999,999,999,999,999,999,999,999,DC
1,46,645,999,999,999,999,999,999,999,999,DT
1,46,645,-94.5398,29.4914,-182.7369,0.37,0.1509,999,999,999,SL
1,46,646,999,999,999,999,999,999,999,999,DC
1,46,646,999,999,999,999,999,999,999,999,DT
1,46,646,999,999,999,999,999,999,999,999,SL
1,46,647,999,999,999,999,999,999,999,999,DC
1,46,647,999,999,999,999,999,999,999,999,DT
1,46,647,-94.5396,29.4914,-179.1093,0.37,0.1363,999,999,999,SL
1,46,648,999,999,999,999,999,999,999,999,DC
1,46,648,999,999,999,999,999,999,999,999,DT
1,46,648,-94.5395,29.4914,-177.2357,0.37,0.1359,999,999,999,SL
1,46,649,999,999,999,999,999,999,999,999,DC
1,46,649,999,999,999,999,999,999,999,999,DT
1,46,649,-94.5394,29.4914,-174.6338,0.37,0.0337,999,999,999,SL
1,46,650,999,999,999,999,999,999,999,999,DC
1,46,650,999,999,999,999,999,999,999,999,DT
1,46,650,-94.5393,29.4915,-173.5425,0.37,0.0083,999,999,999,SL
1,46,651,999,999,999,999,999,999,999,999,DC
1,46,651,999,999,999,999,999,999,999,999,DT
1,46,651,-94.5392,29.4915,-173.2605,0.37,0.0149,999,999,999,SL
1,46,652,999,999,999,999,999,999,999,999,DC
1,46,652,999,999,999,999,999,999,999,999,DT
1,46,652,-94.5391,29.4915,-173.2727,0.37,0.0187,999,999,999,SL
1,46,653,999,999,999,999,999,999,999,999,DC
1,46,653,999,999,999,999,999,999,999,999,DT
1,46,653,-94.539,29.4916,-173.0928,0.37,0.0042,999,999,999,SL
1,46,654,-94.539,29.4919,-212.3657,3.5501,999,0.2055,999,999,DC
1,46,654,-94.539,29.4919,-203.6157,1.8672,999,0.1898,999,999,DT
1,46,654,-94.5389,29.4916,-172.9882,0.37,0.012,999,30.6275,0.0489,SL
1,46,655,999,999,999,999,999,999,999,999,DC
1,46,655,999,999,999,999,999,999,999,999,DT
1,46,655,-94.5388,29.4916,-173.0786,0.37,0.0144,999,999,999,SL
1,46,656,999,999,999,999,999,999,999,999,DC
1,46,656,999,999,999,999,999,999,999,999,DT
1,46,656,-94.5387,29.4917,-173.4089,0.37,0.0087,999,999,999,SL
1,46,657,999,999,999,999,999,999,999,999,DC
1,46,657,999,999,999,999,999,999,999,999,DT
1,46,657,-94.5386,29.4917,-173.8521,0.37,0.0512,999,999,999,SL
1,46,658,999,999,999,999,999,999,999,999,DC
1,46,658,999,999,999,999,999,999,999,999,DT
1,46,658,-94.5385,29.4918,-174.3699,0.37,0.025,999,999,999,SL
1,46,659,-94.5386,29.4922,-224.8657,3.5004,999,0.183,999,999,DC
1,46,659,999,999,999,999,999,999,999,999,DT
1,46,659,-94.5384,29.4918,-174.825,0.37,0.0057,999,999,999,SL
1,46,660,999,999,999,999,999,999,999,999,DC
1,46,660,999,999,999,999,999,999,999,999,DT
1,46,660,-94.5383,29.4918,-175.1889,0.37,0.0007,999,999,999,SL
1,46,661,999,999,999,999,999,999,999,999,DC
1,46,661,999,999,999,999,999,999,999,999,DT
1,46,661,-94.5382,29.4919,-175.3738,0.37,0.0032,999,999,999,SL
1,46,662,999,999,999,999,999,999,999,999,DC
1,46,662,999,999,999,999,999,999,999,999,DT
1,46,662,-94.5381,29.4919,-175.0994,0.37,0.0207,999,999,999,SL
1,46,663,999,999,999,999,999,999,999,999,DC
1,46,663,999,999,999,999,999,999,999,999,DT
1,46,663,-94.538,29.4919,-174.8678,0.37,0.0252,999,999,999,SL
1,46,664,999,999,999,999,999,999,999,999,DC
1,46,664,999,999,999,999,999,999,999,999,DT
1,46,664,-94.5379,29.492,-174.9506,0.37,0.0194,999,999,999,SL
1,46,665,999,999,999,999,999,999,999,999,DC
1,46,665,999,999,999,999,999,999,999,999,DT
1,46,665,-94.5379,29.492,-175.1832,0.37,0.0123,999,999,999,SL
1,46,666,999,999,999,999,999,999,999,999,DC
1,46,666,999,999,999,999,999,999,999,999,DT
1,46,666,-94.5378,29.4921,-175.6221,0.37,0.0014,999,999,999,SL
1,46,667,999,999,999,999,999,999,999,999,DC
1,46,667,999,999,999,999,999,999,999,999,DT
1,46,667,-94.5377,29.4921,-176.3458,0.37,0.0223,999,999,999,SL
1,46,668,999,999,999,999,999,999,999,999,DC
1,46,668,999,999,999,999,999,999,999,999,DT
1,46,668,-94.5376,29.4921,-177.5015,0.37,0.0056,999,999,999,SL
1,46,669,999,999,999,999,999,999,999,999,DC
1,46,669,999,999,999,999,999,999,999,999,DT
1,46,669,-94.5375,29.4922,-178.719,0.37,0.0269,999,999,999,SL
1,46,670,999,999,999,999,999,999,999,999,DC
1,46,670,999,999,999,999,999,999,999,999,DT
1,46,670,-94.5374,29.4922,-178.9644,0.37,0.0448,999,999,999,SL
1,46,671,999,999,999,999,999,999,999,999,DC
1,46,671,999,999,999,999,999,999,999,999,DT
1,46,671,-94.5373,29.4923,-179.5394,0.37,0.014,999,999,999,SL
1,46,672,999,999,999,999,999,999,999,999,DC
1,46,672,999,999,999,999,999,999,999,999,DT
1,46,672,-94.5372,29.4923,-181.145,0.37,0.0159,999,999,999,SL
1,46,673,999,999,999,999,999,999,999,999,DC
1,46,673,999,999,999,999,999,999,999,999,DT
1,46,673,-94.5371,29.4924,-183.721,0.37,0.0773,999,999,999,SL
1,46,674,999,999,999,999,999,999,999,999,DC
1,46,674,999,999,999,999,999,999,999,999,DT
1,46,674,999,999,999,999,999,999,999,999,SL
1,46,675,-94.5371,29.4928,-227.3657,3.2396,999,0.3581,999,999,DC
1,46,675,-94.537,29.4926,-201.1157,1.6829,999,0.2759,999,999,DT
1,46,675,-94.537,29.4925,-191.4508,0.37,0.1683,999,9.6649,0.1358,SL
1,46,676,-94.537,29.4928,-227.3657,3.2087,999,0.1431,999,999,DC
1,46,676,999,999,999,999,999,999,999,999,DT
1,46,676,-94.5369,29.4926,-192.8115,0.37,0.2804,999,999,999,SL
1,46,677,-94.5369,29.4928,-222.3657,3.2146,999,0.1851,999,999,DC
1,46,677,-94.5368,29.4927,-203.6157,2.261,999,0.1694,999,999,DT
1,46,677,-94.5368,29.4926,-192.83,0.37,0.228,999,10.7857,0.1753,SL
1,46,678,999,999,999,999,999,999,999,999,DC
1,46,678,999,999,999,999,999,999,999,999,DT
1,46,678,-94.5367,29.4926,-191.2655,0.37,0.0212,999,999,999,SL
1,46,679,999,999,999,999,999,999,999,999,DC
1,46,679,999,999,999,999,999,999,999,999,DT
1,46,679,-94.5366,29.4926,-185.3246,0.37,0.0365,999,999,999,SL
1,46,680,999,999,999,999,999,999,999,999,DC
1,46,680,999,999,999,999,999,999,999,999,DT
1,46,680,-94.5365,29.4926,-183.0202,0.37,0.0017,999,999,999,SL
1,46,681,999,999,999,999,999,999,999,999,DC
1,46,681,999,999,999,999,999,999,999,999,DT
1,46,681,-94.5364,29.4927,-181.7905,0.37,0.0229,999,999,999,SL
1,46,682,999,999,999,999,999,999,999,999,DC
1,46,682,999,999,999,999,999,999,999,999,DT
1,46,682,-94.5363,29.4927,-181.5487,0.37,0.0259,999,999,999,SL
1,46,683,999,999,999,999,999,999,999,999,DC
1,46,683,999,999,999,999,999,999,999,999,DT
1,46,683,-94.5362,29.4927,-182.1395,0.37,0.0145,999,999,999,SL
1,46,684,-94.5362,29.493,-214.8657,3.2859,999,0.0634,999,999,DC
1,46,684,-94.5362,29.4929,-203.6157,1.9522,999,0.1016,999,999,DT
1,46,684,-94.5361,29.4928,-183.3865,0.37,0.0011,999,20.2292,0.0782,SL
1,46,685,999,999,999,999,999,999,999,999,DC
1,46,685,999,999,999,999,999,999,999,999,DT
1,46,685,999,999,999,999,999,999,999,999,SL
1,46,686,999,999,999,999,999,999,999,999,DC
1,46,686,999,999,999,999,999,999,999,999,DT
1,46,686,-94.5359,29.4929,-191.0932,0.37,0.0597,999,999,999,SL
1,46,687,999,999,999,999,999,999,999,999,DC
1,46,687,999,999,999,999,999,999,999,999,DT
1,46,687,-94.5358,29.493,-191.9673,0.37,0.0707,999,999,999,SL
1,46,688,999,999,999,999,999,999,999,999,DC
1,46,688,999,999,999,999,999,999,999,999,DT
1,46,688,-94.5357,29.493,-189.0348,0.37,0.0644,999,999,999,SL
1,46,689,999,999,999,999,999,999,999,999,DC
1,46,689,999,999,999,999,999,999,999,999,DT
1,46,689,-94.5356,29.493,-188.2115,0.37,0.1576,999,999,999,SL
1,46,690,999,999,999,999,999,999,999,999,DC
1,46,690,999,999,999,999,999,999,999,999,DT
1,46,690,-94.5355,29.493,-186.615,0.37,0.1095,999,999,999,SL
1,46,691,-94.5356,29.4933,-212.3657,3.3675,999,0.0771,999,999,DC
1,46,691,-94.5355,29.4932,-203.6157,1.7308,999,0.0992,999,999,DT
1,46,691,-94.5354,29.4931,-187.2785,0.37,0.1103,999,16.3373,0.0833,SL
1,46,692,999,999,999,999,999,999,999,999,DC
1,46,692,999,999,999,999,999,999,999,999,DT
