state,segment,profile,lon,lat,x,z,x_err,z_err,beach_width,slope,feature_type
1,33,786,-95.5516,28.8022,-16.6961,2.0563,999,0.0929,999,999,DC
1,33,786,999,999,999,999,999,999,999,999,DT
1,33,786,-95.5514,28.8019,20.1094,0.37,0.1035,999,999,999,SL
1,33,787,-95.5515,28.8022,-14.1961,2.1316,999,0.0818,999,999,DC
1,33,787,999,999,999,999,999,999,999,999,DT
1,33,787,-95.5513,28.802,20.4036,0.37,0.0489,999,999,999,SL
1,33,788,-95.5514,28.8023,-14.1961,2.1832,999,0.0725,999,999,DC
1,33,788,999,999,999,999,999,999,999,999,DT
1,33,788,-95.5512,28.802,20.5712,0.37,0.0388,999,999,999,SL
1,33,789,-95.5513,28.8023,-14.1961,2.2161,999,0.0637,999,999,DC
1,33,789,999,999,999,999,999,999,999,999,DT
1,33,789,-95.5511,28.8021,20.1431,0.37,0.0928,999,999,999,SL
1,33,790,-95.5512,28.8024,-14.1961,2.2594,999,0.0955,999,999,DC
1,33,790,999,999,999,999,999,999,999,999,DT
1,33,790,-95.5511,28.8021,19.243,0.37,0.0513,999,999,999,SL
1,33,791,-95.5511,28.8024,-14.1961,2.2442,999,0.108,999,999,DC
1,33,791,999,999,999,999,999,999,999,999,DT
1,33,791,-95.551,28.8022,18.6306,0.37,0.0636,999,999,999,SL
1,33,792,-95.551,28.8025,-14.1961,2.212,999,0.0836,999,999,DC
1,33,792,999,999,999,999,999,999,999,999,DT
1,33,792,-95.5509,28.8022,18.5388,0.37,0.0624,999,999,999,SL
1,33,793,-95.551,28.8025,-14.1961,2.2129,999,0.0846,999,999,DC
1,33,793,-95.5509,28.8024,4.5539,1.4725,999,0.0734,999,999,DT
1,33,793,-95.5508,28.8022,18.6612,0.37,0.057,999,14.1073,0.0782,SL
1,33,794,-95.5509,28.8025,-11.6961,2.2041,999,0.0809,999,999,DC
1,33,794,-95.5508,28.8024,7.0539,1.3025,999,0.0766,999,999,DT
1,33,794,-95.5507,28.8023,18.6677,0.37,0.0631,999,11.6138,0.0803,SL
1,33,795,-95.5507,28.8025,-4.1961,2.1829,999,0.0629,999,999,DC
1,33,795,-95.5507,28.8024,7.0539,1.378,999,0.0697,999,999,DT
1,33,795,-95.5506,28.8023,18.6377,0.37,0.0773,999,11.5837,0.087,SL
1,33,796,-95.5506,28.8025,-1.6961,2.1653,999,0.0652,999,999,DC
1,33,796,-95.5506,28.8025,7.0539,1.3832,999,0.0839,999,999,DT
1,33,796,-95.5505,28.8024,18.9078,0.37,0.0521,999,11.8539,0.0855,SL
1,33,797,-95.5506,28.8027,-14.1961,2.2154,999,0.0971,999,999,DC
1,33,797,-95.5505,28.8025,7.0539,1.3467,999,0.1098,999,999,DT
1,33,797,-95.5504,28.8024,18.8483,0.37,0.0484,999,11.7944,0.0828,SL
1,33,798,-95.5505,28.8027,-11.6961,2.2885,999,0.1007,999,999,DC
1,33,798,-95.5504,28.8026,7.0539,1.2749,999,0.1069,999,999,DT
1,33,798,-95.5504,28.8025,18.0794,0.37,0.0731,999,11.0255,0.0821,SL
1,33,799,-95.5504,28.8028,-11.6961,2.3214,999,0.0697,999,999,DC
1,33,799,-95.5503,28.8026,7.0539,1.201,999,0.093,999,999,DT
1,33,799,-95.5503,28.8025,17.5072,0.37,0.0952,999,10.4533,0.0795,SL
1,33,800,-95.5503,28.8028,-11.6961,2.2287,999,0.1089,999,999,DC
1,33,800,-95.5502,28.8027,4.5539,1.4961,999,0.11,999,999,DT
1,33,800,-95.5502,28.8026,17.5151,0.37,0.0884,999,12.9612,0.0869,SL
1,33,801,-95.5502,28.8029,-14.1961,2.1457,999,0.0696,999,999,DC
1,33,801,-95.5502,28.8027,4.5539,1.3812,999,0.0762,999,999,DT
1,33,801,-95.5501,28.8026,17.8363,0.37,0.0644,999,13.2824,0.0761,SL
1,33,802,-95.5502,28.8029,-14.1961,2.1365,999,0.0552,999,999,DC
1,33,802,-95.5501,28.8028,4.5539,1.3608,999,0.0627,999,999,DT
1,33,802,-95.55,28.8027,18.1286,0.37,0.058,999,13.5747,0.073,SL
1,33,803,-95.5501,28.803,-14.1961,2.1065,999,0.0613,999,999,DC
1,33,803,-95.55,28.8028,4.5539,1.3676,999,0.0621,999,999,DT
1,33,803,-95.5499,28.8027,18.3923,0.37,0.0627,999,13.8384,0.0721,SL
1,33,804,-95.55,28.803,-16.6961,2.0627,999,0.0658,999,999,DC
1,33,804,-95.5499,28.8028,7.0539,1.2114,999,0.0638,999,999,DT
1,33,804,-95.5498,28.8027,18.8046,0.37,0.0552,999,11.7507,0.0716,SL
1,33,805,-95.5502,28.8036,-79.1961,2.2186,999,0.0445,999,999,DC
1,33,805,-95.5502,28.8034,-64.1961,1.1864,999,0.0943,999,999,DT
1,33,805,-95.5497,28.8028,19.2788,0.37,0.0275,999,83.4749,0.0098,SL
1,33,806,-95.5502,28.8036,-81.6961,2.2327,999,0.094,999,999,DC
1,33,806,-95.5501,28.8035,-66.6961,1.2504,999,0.0874,999,999,DT
1,33,806,-95.5496,28.8028,19.5706,0.37,0.0071,999,86.2667,0.0102,SL
1,33,807,-95.5501,28.8037,-81.6961,2.1878,999,0.086,999,999,DC
1,33,807,-95.55,28.8036,-67.9461,1.2847,999,0.072,999,999,DT
1,33,807,-95.5495,28.8029,19.6556,0.37,0.1126,999,87.6017,0.0104,SL
1,33,808,-95.5496,28.8031,0.8039,2.0436,999,0.0682,999,999,DC
1,33,808,-95.5495,28.803,8.3039,1.2063,999,0.2136,999,999,DT
1,33,808,-95.5495,28.8029,19.6579,0.37,0.12,999,11.354,0.0737,SL
1,33,809,-95.5495,28.8031,0.8039,1.98,999,0.0941,999,999,DC
1,33,809,-95.5494,28.803,9.5539,1.1464,999,0.1064,999,999,DT
1,33,809,-95.5494,28.803,19.4261,0.37,0.1225,999,9.8722,0.0786,SL
1,33,810,-95.5494,28.8032,0.8039,1.8745,999,0.0557,999,999,DC
1,33,810,-95.5493,28.8031,9.5539,1.1576,999,0.0714,999,999,DT
1,33,810,-95.5493,28.803,19.039,0.37,0.1827,999,9.4851,0.083,SL
1,33,811,-95.5494,28.8034,-19.1961,1.8721,999,0.0741,999,999,DC
1,33,811,-95.5492,28.8031,9.5539,1.1,999,0.0709,999,999,DT
1,33,811,-95.5492,28.8031,18.7683,0.37,0.1639,999,9.2144,0.0792,SL
1,33,812,-95.5493,28.8034,-19.1961,1.9126,999,0.0596,999,999,DC
1,33,812,-95.5492,28.8032,7.0539,1.269,999,0.0624,999,999,DT
1,33,812,-95.5491,28.8031,18.6126,0.37,0.1192,999,11.5587,0.0778,SL
1,33,813,-95.5492,28.8034,-19.1961,1.9006,999,0.0579,999,999,DC
1,33,813,-95.5491,28.8032,7.0539,1.2073,999,0.0794,999,999,DT
1,33,813,-95.549,28.8032,18.4768,0.37,0.11,999,11.4228,0.0733,SL
1,33,814,-95.5491,28.8035,-19.1961,1.8139,999,0.0966,999,999,DC
1,33,814,-95.549,28.8033,7.0539,1.1769,999,0.1172,999,999,DT
1,33,814,-95.5489,28.8032,18.6128,0.37,0.0856,999,11.5589,0.0698,SL
1,33,815,-95.549,28.8034,-4.1961,1.713,999,0.0771,999,999,DC
1,33,815,999,999,999,999,999,999,999,999,DT
1,33,815,-95.5488,28.8032,18.8743,0.37,0.0587,999,23.0704,0.0582,SL
1,33,816,-95.5489,28.8035,-4.1961,1.714,999,0.0666,999,999,DC
1,33,816,999,999,999,999,999,999,999,999,DT
1,33,816,-95.5487,28.8033,19.1054,0.37,0.0141,999,23.3015,0.0577,SL
1,33,817,999,999,999,999,999,999,999,999,DC
1,33,817,999,999,999,999,999,999,999,999,DT
1,33,817,-95.5487,28.8033,19.1348,0.37,0.0015,999,999,999,SL
1,33,818,999,999,999,999,999,999,999,999,DC
1,33,818,999,999,999,999,999,999,999,999,DT
1,33,818,-95.5486,28.8034,18.8322,0.37,0.0192,999,999,999,SL
1,33,819,999,999,999,999,999,999,999,999,DC
1,33,819,999,999,999,999,999,999,999,999,DT
1,33,819,-95.5485,28.8034,18.2415,0.37,0.0376,999,999,999,SL
1,33,820,999,999,999,999,999,999,999,999,DC
1,33,820,999,999,999,999,999,999,999,999,DT
1,33,820,-95.5484,28.8035,17.7061,0.37,0.0578,999,999,999,SL
1,33,821,999,999,999,999,999,999,999,999,DC
1,33,821,999,999,999,999,999,999,999,999,DT
1,33,821,-95.5483,28.8035,17.4357,0.37,0.0569,999,999,999,SL
1,33,822,999,999,999,999,999,999,999,999,DC
1,33,822,999,999,999,999,999,999,999,999,DT
1,33,822,-95.5482,28.8036,17.2884,0.37,0.0399,999,999,999,SL
1,33,823,-95.5483,28.8039,-21.6961,1.6818,999,0.0679,999,999,DC
1,33,823,-95.5482,28.8037,4.5539,1.0638,999,0.0711,999,999,DT
1,33,823,-95.5481,28.8036,16.7908,0.37,0.0348,999,38.4868,0.0341,SL
1,33,824,-95.5482,28.804,-21.6961,1.6744,999,0.071,999,999,DC
1,33,824,999,999,999,999,999,999,999,999,DT
1,33,824,-95.5481,28.8037,16.0293,0.37,0.0642,999,37.7254,0.0346,SL
1,33,825,-95.5482,28.804,-26.6961,1.7664,999,0.1171,999,999,DC
1,33,825,-95.548,28.8038,4.5539,1.0811,999,0.1053,999,999,DT
1,33,825,-95.548,28.8037,15.5815,0.37,0.0679,999,42.2776,0.033,SL
1,33,826,-95.5481,28.8041,-24.1961,1.8247,999,0.0643,999,999,DC
1,33,826,-95.5479,28.8038,4.5539,1.0453,999,0.0711,999,999,DT
1,33,826,-95.5479,28.8038,15.6398,0.37,0.0233,999,11.0859,0.0609,SL
1,33,827,-95.548,28.8041,-21.6961,1.9176,999,0.0782,999,999,DC
1,33,827,-95.5479,28.8039,-0.4461,1.3274,999,0.0855,999,999,DT
1,33,827,-95.5478,28.8038,15.9691,0.37,0.0009,999,16.4151,0.0583,SL
1,33,828,-95.5479,28.8041,-21.6961,1.9818,999,0.0563,999,999,DC
1,33,828,-95.5478,28.804,-0.4461,1.3711,999,0.0604,999,999,DT
1,33,828,-95.5477,28.8038,16.464,0.37,0.0093,999,16.9101,0.0592,SL
1,33,829,-95.5478,28.8042,-21.6961,1.9845,999,0.0597,999,999,DC
1,33,829,-95.5477,28.804,2.0539,1.2236,999,0.0649,999,999,DT
1,33,829,-95.5476,28.8039,16.9477,0.37,0.027,999,14.8937,0.0573,SL
1,33,830,-95.5477,28.8043,-24.1961,1.9879,999,0.0811,999,999,DC
1,33,830,-95.5476,28.804,2.0539,1.2297,999,0.0856,999,999,DT
1,33,830,-95.5475,28.8039,17.0762,0.37,0.0335,999,15.0223,0.0572,SL
1,33,831,-95.5476,28.8043,-24.1961,2.034,999,0.0841,999,999,DC
1,33,831,999,999,999,999,999,999,999,999,DT
1,33,831,-95.5474,28.804,17.0133,0.37,0.0025,999,999,999,SL
1,33,832,-95.5476,28.8043,-24.1961,2.002,999,0.1065,999,999,DC
1,33,832,999,999,999,999,999,999,999,999,DT
1,33,832,-95.5473,28.804,16.9563,0.37,0.0333,999,999,999,SL
1,33,833,-95.5475,28.8044,-24.1961,1.8385,999,0.1212,999,999,DC
1,33,833,-95.5473,28.8042,4.5539,1.142,999,0.1171,999,999,DT
1,33,833,-95.5473,28.8041,16.9336,0.37,0.0295,999,12.3797,0.0624,SL
1,33,834,-95.5474,28.8044,-19.1961,1.6502,999,0.121,999,999,DC
1,33,834,-95.5472,28.8042,7.0539,1.0235,999,0.1266,999,999,DT
1,33,834,-95.5472,28.8041,17.16,0.37,0.0282,999,36.3561,0.0352,SL
1,33,835,-95.5476,28.805,-86.6961,1.8377,999,0.0616,999,999,DC
1,33,835,-95.5475,28.8049,-71.6961,1.249,999,0.0863,999,999,DT
1,33,835,-95.5471,28.8042,17.7342,0.37,0.0316,999,89.4303,0.0098,SL
1,33,836,-95.5475,28.805,-86.6961,1.9111,999,0.0429,999,999,DC
1,33,836,-95.5474,28.8048,-65.4461,1.1464,999,0.1161,999,999,DT
1,33,836,-95.547,28.8042,18.2952,0.37,0.0325,999,83.7413,0.0093,SL
1,33,837,-95.5474,28.8051,-86.6961,1.9135,999,0.0409,999,999,DC
1,33,837,-95.5473,28.8049,-65.4461,1.1606,999,0.1206,999,999,DT
1,33,837,-95.5469,28.8042,18.6044,0.37,0.0258,999,84.0505,0.0094,SL
1,33,838,-95.5474,28.8051,-89.1961,1.8791,999,0.028,999,999,DC
1,33,838,-95.5472,28.8049,-66.6961,1.2022,999,0.0866,999,999,DT
1,33,838,-95.5468,28.8043,18.3985,0.37,0.0256,999,85.0946,0.0098,SL
1,33,839,999,999,999,999,999,999,999,999,DC
1,33,839,999,999,999,999,999,999,999,999,DT
1,33,839,-95.5467,28.8043,18.0161,0.37,0.0449,999,999,999,SL
1,33,840,999,999,999,999,999,999,999,999,DC
1,33,840,999,999,999,999,999,999,999,999,DT
1,33,840,-95.5466,28.8044,17.6706,0.37,0.0559,999,999,999,SL
1,33,841,999,999,999,999,999,999,999,999,DC
1,33,841,999,999,999,999,999,999,999,999,DT
1,33,841,-95.5465,28.8044,17.2,0.37,0.0599,999,999,999,SL
1,33,842,999,999,999,999,999,999,999,999,DC
1,33,842,999,999,999,999,999,999,999,999,DT
1,33,842,-95.5465,28.8045,16.5956,0.37,0.0444,999,999,999,SL
1,33,843,999,999,999,999,999,999,999,999,DC
1,33,843,999,999,999,999,999,999,999,999,DT
1,33,843,-95.5464,28.8045,16.2761,0.37,0.0212,999,999,999,SL
1,33,844,999,999,999,999,999,999,999,999,DC
1,33,844,999,999,999,999,999,999,999,999,DT
1,33,844,-95.5463,28.8046,16.3797,0.37,0.0015,999,999,999,SL
1,33,845,999,999,999,999,999,999,999,999,DC
1,33,845,999,999,999,999,999,999,999,999,DT
1,33,845,-95.5462,28.8046,16.5914,0.37,0.0096,999,999,999,SL
1,33,846,999,999,999,999,999,999,999,999,DC
1,33,846,999,999,999,999,999,999,999,999,DT
1,33,846,-95.5461,28.8047,16.5692,0.37,0.0227,999,999,999,SL
1,33,847,999,999,999,999,999,999,999,999,DC
1,33,847,999,999,999,999,999,999,999,999,DT
1,33,847,-95.546,28.8047,16.1486,0.37,0.0318,999,999,999,SL
1,33,848,999,999,999,999,999,999,999,999,DC
1,33,848,999,999,999,999,999,999,999,999,DT
1,33,848,-95.5459,28.8048,15.7151,0.37,0.0128,999,999,999,SL
1,33,849,999,999,999,999,999,999,999,999,DC
1,33,849,999,999,999,999,999,999,999,999,DT
1,33,849,-95.5458,28.8048,15.5884,0.37,0.0056,999,999,999,SL
1,33,850,999,999,999,999,999,999,999,999,DC
1,33,850,999,999,999,999,999,999,999,999,DT
1,33,850,-95.5458,28.8048,15.4915,0.37,0.0115,999,999,999,SL
1,33,851,999,999,999,999,999,999,999,999,DC
1,33,851,999,999,999,999,999,999,999,999,DT
1,33,851,-95.5457,28.8049,15.1789,0.37,0.0181,999,999,999,SL
1,33,852,999,999,999,999,999,999,999,999,DC
1,33,852,999,999,999,999,999,999,999,999,DT
1,33,852,-95.5456,28.8049,15.0516,0.37,0.012,999,999,999,SL
1,33,853,999,999,999,999,999,999,999,999,DC
1,33,853,999,999,999,999,999,999,999,999,DT
1,33,853,-95.5455,28.805,15.1972,0.37,0.0146,999,999,999,SL
1,33,854,999,999,999,999,999,999,999,999,DC
1,33,854,999,999,999,999,999,999,999,999,DT
1,33,854,-95.5454,28.805,15.258,0.37,0.0136,999,999,999,SL
1,33,855,999,999,999,999,999,999,999,999,DC
1,33,855,999,999,999,999,999,999,999,999,DT
1,33,855,-95.5453,28.8051,15.292,0.37,0.0075,999,999,999,SL
1,33,856,999,999,999,999,999,999,999,999,DC
1,33,856,999,999,999,999,999,999,999,999,DT
1,33,856,-95.5452,28.8051,15.1828,0.37,0.0009,999,999,999,SL
1,33,857,999,999,999,999,999,999,999,999,DC
1,33,857,999,999,999,999,999,999,999,999,DT
1,33,857,-95.5451,28.8052,14.4301,0.37,0.0381,999,999,999,SL
1,33,858,999,999,999,999,999,999,999,999,DC
1,33,858,999,999,999,999,999,999,999,999,DT
1,33,858,-95.5451,28.8052,13.5274,0.37,0.0338,999,999,999,SL
1,33,859,999,999,999,999,999,999,999,999,DC
1,33,859,999,999,999,999,999,999,999,999,DT
1,33,859,-95.545,28.8053,13.0736,0.37,0.0564,999,999,999,SL
1,33,860,999,999,999,999,999,999,999,999,DC
1,33,860,999,999,999,999,999,999,999,999,DT
1,33,860,-95.5449,28.8053,12.8523,0.37,0.0703,999,999,999,SL
1,33,861,999,999,999,999,999,999,999,999,DC
1,33,861,999,999,999,999,999,999,999,999,DT
1,33,861,-95.5448,28.8054,12.6299,0.37,0.0592,999,999,999,SL
1,33,862,999,999,999,999,999,999,999,999,DC
1,33,862,999,999,999,999,999,999,999,999,DT
1,33,862,-95.5447,28.8054,12.4267,0.37,0.04,999,999,999,SL
1,33,863,999,999,999,999,999,999,999,999,DC
1,33,863,999,999,999,999,999,999,999,999,DT
1,33,863,-95.5446,28.8055,12.5371,0.37,0.0295,999,999,999,SL
1,33,864,999,999,999,999,999,999,999,999,DC
1,33,864,999,999,999,999,999,999,999,999,DT
1,33,864,-95.5445,28.8055,12.9457,0.37,0.0341,999,999,999,SL
1,33,865,999,999,999,999,999,999,999,999,DC
1,33,865,999,999,999,999,999,999,999,999,DT
1,33,865,-95.5444,28.8055,13.2001,0.37,0.0446,999,999,999,SL
1,33,866,-95.5445,28.8059,-21.6961,1.6636,999,0.0745,999,999,DC
1,33,866,999,999,999,999,999,999,999,999,DT
1,33,866,-95.5443,28.8056,13.0696,0.37,0.0525,999,34.7657,0.0372,SL
1,33,867,-95.5444,28.8059,-21.6961,1.6219,999,0.0844,999,999,DC
1,33,867,999,999,999,999,999,999,999,999,DT
1,33,867,-95.5443,28.8056,12.8829,0.37,0.06,999,34.579,0.0362,SL
1,33,868,-95.5443,28.806,-21.6961,1.5877,999,0.0372,999,999,DC
1,33,868,999,999,999,999,999,999,999,999,DT
1,33,868,-95.5442,28.8057,12.9211,0.37,0.0711,999,34.6172,0.0352,SL
1,33,869,-95.5442,28.806,-19.1961,1.585,999,0.0463,999,999,DC
1,33,869,999,999,999,999,999,999,999,999,DT
1,33,869,-95.5441,28.8057,13.1194,0.37,0.0418,999,32.3155,0.0376,SL
1,33,870,-95.5441,28.806,-16.6961,1.5497,999,0.0283,999,999,DC
1,33,870,999,999,999,999,999,999,999,999,DT
1,33,870,-95.544,28.8058,13.2526,0.37,0.037,999,29.9487,0.0394,SL
1,33,871,-95.544,28.806,-14.1961,1.56,999,0.0343,999,999,DC
1,33,871,999,999,999,999,999,999,999,999,DT
1,33,871,-95.5439,28.8058,13.3136,0.37,0.0441,999,27.5097,0.0433,SL
1,33,872,-95.5439,28.8061,-11.6961,1.5913,999,0.075,999,999,DC
1,33,872,999,999,999,999,999,999,999,999,DT
1,33,872,-95.5438,28.8059,13.4231,0.37,0.0473,999,25.1192,0.0486,SL
1,33,873,-95.5439,28.8061,-11.6961,1.5932,999,0.0679,999,999,DC
1,33,873,999,999,999,999,999,999,999,999,DT
1,33,873,-95.5437,28.8059,13.4917,0.37,0.0365,999,25.1878,0.0486,SL
1,33,874,-95.5438,28.8061,-11.6961,1.5809,999,0.0347,999,999,DC
1,33,874,999,999,999,999,999,999,999,999,DT
1,33,874,-95.5436,28.8059,13.515,0.37,0.0195,999,25.2111,0.048,SL
1,33,875,-95.5437,28.8062,-11.6961,1.6142,999,0.0646,999,999,DC
1,33,875,999,999,999,999,999,999,999,999,DT
1,33,875,-95.5435,28.806,13.3796,0.37,0.0439,999,25.0757,0.0496,SL
1,33,876,-95.5436,28.8063,-14.1961,1.6836,999,0.0615,999,999,DC
1,33,876,999,999,999,999,999,999,999,999,DT
1,33,876,-95.5435,28.806,12.9907,0.37,0.0936,999,27.1868,0.0483,SL
1,33,877,-95.5435,28.8063,-14.1961,1.7001,999,0.0399,999,999,DC
1,33,877,-95.5434,28.8062,0.8039,1.1218,999,0.1572,999,999,DT
1,33,877,-95.5434,28.8061,12.5236,0.37,0.126,999,26.7197,0.0498,SL
1,33,878,-95.5434,28.8064,-16.6961,1.6676,999,0.0591,999,999,DC
1,33,878,-95.5433,28.8062,2.0539,1.0257,999,0.0677,999,999,DT
1,33,878,-95.5433,28.8061,12.0458,0.37,0.1172,999,28.7419,0.0451,SL
1,33,879,-95.5433,28.8064,-14.1961,1.6275,999,0.0545,999,999,DC
1,33,879,-95.5433,28.8063,0.8039,1.1009,999,0.1355,999,999,DT
1,33,879,-95.5432,28.8062,11.7975,0.37,0.0709,999,25.9935,0.0484,SL
1,33,880,-95.5432,28.8064,-11.6961,1.6079,999,0.0494,999,999,DC
1,33,880,999,999,999,999,999,999,999,999,DT
1,33,880,-95.5431,28.8062,11.8028,0.37,0.0803,999,23.4988,0.0527,SL
1,33,881,-95.5432,28.8065,-16.6961,1.572,999,0.0322,999,999,DC
1,33,881,999,999,999,999,999,999,999,999,DT
1,33,881,-95.543,28.8063,11.8903,0.37,0.0477,999,28.5864,0.042,SL
1,33,882,-95.5431,28.8065,-14.1961,1.5443,999,0.0204,999,999,DC
1,33,882,999,999,999,999,999,999,999,999,DT
1,33,882,-95.5429,28.8063,12.0882,0.37,0.0827,999,26.2843,0.0447,SL
1,33,883,-95.543,28.8066,-14.1961,1.5406,999,0.0237,999,999,DC
1,33,883,999,999,999,999,999,999,999,999,DT
1,33,883,-95.5428,28.8064,12.139,0.37,0.0672,999,26.3351,0.0444,SL
1,33,884,-95.5429,28.8066,-14.1961,1.5472,999,0.0286,999,999,DC
1,33,884,999,999,999,999,999,999,999,999,DT
1,33,884,-95.5428,28.8064,11.966,0.37,0.0368,999,26.162,0.045,SL
1,33,885,-95.5428,28.8067,-14.1961,1.5501,999,0.0355,999,999,DC
1,33,885,999,999,999,999,999,999,999,999,DT
1,33,885,-95.5427,28.8065,11.7658,0.37,0.0465,999,25.9619,0.0455,SL
1,33,886,-95.5427,28.8067,-14.1961,1.5626,999,0.0484,999,999,DC
1,33,886,999,999,999,999,999,999,999,999,DT
1,33,886,-95.5426,28.8065,11.6845,0.37,0.0459,999,25.8806,0.0461,SL
1,33,887,-95.5426,28.8067,-14.1961,1.5691,999,0.0382,999,999,DC
1,33,887,999,999,999,999,999,999,999,999,DT
1,33,887,-95.5425,28.8065,11.6517,0.37,0.0249,999,25.8478,0.0464,SL
1,33,888,-95.5425,28.8068,-9.1961,1.5569,999,0.0749,999,999,DC
1,33,888,999,999,999,999,999,999,999,999,DT
1,33,888,-95.5424,28.8066,11.5137,0.37,0.0274,999,20.7098,0.0573,SL
1,33,889,-95.5424,28.8068,-9.1961,1.5803,999,0.0944,999,999,DC
1,33,889,999,999,999,999,999,999,999,999,DT
1,33,889,-95.5423,28.8066,11.3582,0.37,0.0678,999,20.5542,0.0589,SL
1,33,890,-95.5423,28.8068,-9.1961,1.5543,999,0.0623,999,999,DC
1,33,890,999,999,999,999,999,999,999,999,DT
1,33,890,-95.5422,28.8067,11.3338,0.37,0.0762,999,20.5299,0.0577,SL
1,33,891,-95.5423,28.8069,-14.1961,1.543,999,0.0333,999,999,DC
1,33,891,999,999,999,999,999,999,999,999,DT
1,33,891,-95.5421,28.8067,11.4247,0.37,0.0503,999,25.6208,0.0458,SL
1,33,892,-95.5422,28.807,-16.6961,1.5355,999,0.0247,999,999,DC
1,33,892,999,999,999,999,999,999,999,999,DT
1,33,892,-95.5421,28.8068,11.2807,0.37,0.0519,999,27.9767,0.0417,SL
1,33,893,-95.5421,28.807,-16.6961,1.5391,999,0.0242,999,999,DC
1,33,893,999,999,999,999,999,999,999,999,DT
1,33,893,-95.542,28.8068,10.887,0.37,0.0459,999,27.5831,0.0424,SL
1,33,894,-95.542,28.807,-9.1961,1.5474,999,0.185,999,999,DC
1,33,894,999,999,999,999,999,999,999,999,DT
1,33,894,-95.5419,28.8069,10.6981,0.37,0.0267,999,19.8942,0.0592,SL
1,33,895,-95.5419,28.8071,-16.6961,1.5612,999,0.0258,999,999,DC
1,33,895,999,999,999,999,999,999,999,999,DT
1,33,895,-95.5418,28.8069,10.5406,0.37,0.0017,999,27.2367,0.0437,SL
1,33,896,-95.5418,28.8072,-16.6961,1.54,999,0.0402,999,999,DC
1,33,896,999,999,999,999,999,999,999,999,DT
1,33,896,-95.5417,28.807,10.3609,0.37,0.0062,999,27.057,0.0432,SL
1,33,897,-95.5418,28.8072,-16.6961,1.488,999,0.0347,999,999,DC
1,33,897,999,999,999,999,999,999,999,999,DT
1,33,897,-95.5416,28.807,10.3302,0.37,0.0277,999,27.0262,0.0414,SL
1,33,898,-95.5416,28.8072,-9.1961,1.5354,999,0.2418,999,999,DC
1,33,898,999,999,999,999,999,999,999,999,DT
1,33,898,-95.5415,28.8071,10.5622,0.37,0.0315,999,19.7582,0.059,SL
1,33,899,-95.5415,28.8073,-9.1961,1.613,999,0.3548,999,999,DC
1,33,899,999,999,999,999,999,999,999,999,DT
1,33,899,-95.5414,28.8071,10.821,0.37,0.0276,999,20.0171,0.0621,SL
1,33,900,-95.5414,28.8073,-9.1961,1.6663,999,0.3204,999,999,DC
1,33,900,999,999,999,999,999,999,999,999,DT
1,33,900,-95.5413,28.8071,10.6866,0.37,0.0162,999,19.8827,0.0652,SL
1,33,901,-95.5414,28.8073,-9.1961,1.7024,999,0.2787,999,999,DC
1,33,901,999,999,999,999,999,999,999,999,DT
1,33,901,-95.5413,28.8072,10.219,0.37,0.0167,999,19.4151,0.0686,SL
1,33,902,-95.5413,28.8074,-11.6961,1.6018,999,0.1411,999,999,DC
1,33,902,999,999,999,999,999,999,999,999,DT
1,33,902,-95.5412,28.8072,9.6645,0.37,0.0028,999,21.3606,0.0577,SL
1,33,903,-95.5412,28.8075,-16.6961,1.5601,999,0.0237,999,999,DC
1,33,903,999,999,999,999,999,999,999,999,DT
1,33,903,-95.5411,28.8073,9.0325,0.37,0.048,999,25.7286,0.0463,SL
1,33,904,-95.5411,28.8075,-16.6961,1.5432,999,0.034,999,999,DC
1,33,904,999,999,999,999,999,999,999,999,DT
1,33,904,-95.541,28.8073,8.7312,0.37,0.0634,999,25.4273,0.0461,SL
1,33,905,-95.541,28.8075,-11.6961,1.5638,999,0.2607,999,999,DC
1,33,905,999,999,999,999,999,999,999,999,DT
1,33,905,-95.5409,28.8074,9.1452,0.37,0.0379,999,20.8413,0.0573,SL
1,33,906,-95.5409,28.8076,-11.6961,1.5417,999,0.2693,999,999,DC
1,33,906,999,999,999,999,999,999,999,999,DT
1,33,906,-95.5408,28.8074,9.9046,0.37,0.0438,999,21.6007,0.0542,SL
1,33,907,-95.5408,28.8076,-11.6961,1.484,999,0.083,999,999,DC
1,33,907,999,999,999,999,999,999,999,999,DT
1,33,907,-95.5407,28.8075,10.4389,0.37,0.0047,999,22.135,0.0503,SL
1,33,908,-95.5407,28.8077,-9.1961,1.494,999,0.0471,999,999,DC
1,33,908,999,999,999,999,999,999,999,999,DT
1,33,908,-95.5406,28.8075,10.5115,0.37,0.0125,999,19.7075,0.057,SL
1,33,909,-95.5407,28.8077,-11.6961,1.4891,999,0.0434,999,999,DC
1,33,909,999,999,999,999,999,999,999,999,DT
1,33,909,-95.5406,28.8076,10.2623,0.37,0.0469,999,21.9584,0.051,SL
1,33,910,-95.5406,28.8078,-19.1961,1.5161,999,0.0374,999,999,DC
1,33,910,999,999,999,999,999,999,999,999,DT
1,33,910,-95.5405,28.8076,9.7968,0.37,0.064,999,28.9928,0.0395,SL
1,33,911,-95.5405,28.8079,-16.6961,1.5073,999,0.0398,999,999,DC
1,33,911,999,999,999,999,999,999,999,999,DT
1,33,911,-95.5404,28.8077,9.2881,0.37,0.0425,999,25.9842,0.0438,SL
1,33,912,-95.5404,28.8078,-9.1961,1.5067,999,0.1016,999,999,DC
