Datetime,WL A,WL B,WL C,WL D
2022-01-09 03:00:00,0.54,0.31127999999999995,0.52052,1.5958400000000001
2022-01-09 04:00:00,0.538,0.28664,0.48048,1.5989200000000001
2022-01-09 05:00:00,0.486,0.27432,0.46816,1.5989200000000001
2022-01-09 06:00:00,0.45,0.28048,0.52668,1.5989200000000001
2022-01-09 07:00:00,0.389,0.28356,0.54824,1.6019999999999999
2022-01-09 08:00:00,0.323,0.31744,0.5698,1.60508
2022-01-09 09:00:00,0.28,0.339,0.57596,1.60508
2022-01-09 10:00:00,0.255,0.35747999999999996,0.5605600000000001,1.64512
2022-01-09 11:00:00,0.261,0.33591999999999994,0.56672,1.68208
2022-01-09 12:00:00,0.309,0.29588000000000003,0.5236,1.7406000000000001
2022-01-09 13:00:00,0.316,0.2774,0.4928,1.7991200000000003
2022-01-09 14:00:00,0.363,0.18807999999999997,0.4373599999999999,1.8637999999999997
2022-01-09 15:00:00,0.346,0.26508,0.40964,1.93156
2022-01-09 16:00:00,0.335,0.23119999999999996,0.41272,2.0054799999999995
2022-01-09 17:00:00,0.3,0.20348,0.38192,2.0732399999999997
2022-01-09 18:00:00,0.295,0.20964,0.38808,2.15948
2022-01-09 19:00:00,0.222,0.19423999999999997,0.385,2.2179999999999995
2022-01-09 20:00:00,0.229,0.24044,0.39732,2.2611199999999996
2022-01-09 21:00:00,0.22,0.23735999999999996,0.39732,2.2980799999999997
2022-01-09 22:00:00,0.215,0.21888000000000002,0.4281199999999999,2.3196399999999997
2022-01-09 23:00:00,0.212,0.15111999999999998,0.39116,2.32888
2022-01-10 00:00:00,0.212,0.09259999999999996,0.37576,2.3257999999999996
2022-01-10 01:00:00,0.208,0.05563999999999997,0.32956,2.3227199999999995
2022-01-10 02:00:00,0.237,-0.06756000000000001,0.27412,2.3165599999999995
2022-01-10 03:00:00,0.226,0.052559999999999996,0.26796,2.2980799999999997
2022-01-10 04:00:00,0.244,-0.01212000000000002,0.2618,2.28268
2022-01-10 05:00:00,0.171,0.23735999999999996,0.41888,2.2641999999999998
2022-01-10 06:00:00,0.171,0.061799999999999966,0.3388,2.2395599999999996
2022-01-10 07:00:00,0.111,0.12031999999999998,0.35728,2.2149199999999998
2022-01-10 08:00:00,0.016,0.058719999999999994,0.3541999999999999,2.1933599999999998
2022-01-10 09:00:00,0.048,0.015599999999999975,0.34496,2.1687199999999995
2022-01-10 10:00:00,0.181,0.20656000000000002,0.4619999999999999,2.1502399999999997
2022-01-10 11:00:00,0.166,0.22503999999999996,0.52668,2.1255999999999995
2022-01-10 12:00:00,0.043,0.29588000000000003,0.55748,2.1009599999999997
2022-01-10 13:00:00,0.081,0.27432,0.539,2.0763199999999995
2022-01-10 14:00:00,0.124,0.19423999999999997,0.48664,2.0732399999999997
